item_id,department,category,subcategory,brand,production_date,sold_date,days_to_sell,production_price,sold_price
2702,Womens,Dresses,Casual Dress,Levi's,2026-01-14,,,21.49,
2703,Mens,Jackets,Bomber,Zara,2026-01-14,2026-01-18,4.0,11.72,11.43
2704,Children,Shoes,Sneakers,Lululemon,2026-01-09,2026-01-21,12.0,24.88,23.32
2705,Womens,Pants,Jeans,Uniqlo,2026-01-10,2026-01-27,17.0,11.81,10.53
2706,Womens,Pants,Jeans,Patagonia,2026-01-14,2026-01-18,4.0,41.73,43.57
2707,Children,Tops,Sweatshirt,Uniqlo,2026-01-08,2026-01-17,9.0,7.08,6.83
2708,Mens,Shirts,Henley,Old Navy,2026-01-08,2026-01-26,18.0,11.06,9.69
2709,Mens,Shirts,Button-Down,Old Navy,2026-01-09,,,7.81,
2710,Womens,Pants,Trousers,Carhartt,2026-01-08,,,26.37,
2711,Children,Tops,T-Shirt,Carhartt,2026-01-09,2026-01-16,7.0,19.57,17.36
2712,Children,Shoes,Sandals,Gap,2026-01-11,2026-02-11,31.0,10.59,7.35
2713,Children,Bottoms,Joggers,Carhartt,2026-01-12,2026-02-23,42.0,23.21,17.59
2714,Mens,Shoes,Sandals,The North Face,2026-01-12,2026-01-17,5.0,26.56,24.5
2715,Womens,Dresses,Maxi Dress,Adidas,2026-01-14,2026-01-20,6.0,16.93,16.16
2716,Children,Outerwear,Jacket,Patagonia,2026-01-10,2026-01-15,5.0,39.11,43.52
2717,Children,Bottoms,Leggings,Levi's,2026-01-09,2026-02-06,28.0,27.57,20.36
2718,Children,Outerwear,Raincoat,Ralph Lauren,2026-01-14,2026-01-26,12.0,22.81,21.81
2719,Children,Bottoms,Leggings,Uniqlo,2026-01-08,2026-01-23,15.0,9.66,8.14
2720,Womens,Dresses,Evening Dress,Adidas,2026-01-09,2026-01-26,17.0,14.8,11.87
2721,Womens,Outerwear,Jacket,Uniqlo,2026-01-12,2026-01-30,18.0,11.76,10.05
2722,Womens,Pants,Wide-Leg Pants,Lululemon,2026-01-10,,,29.74,
2723,Children,Bottoms,Jeans,Lululemon,2026-01-10,2026-01-25,15.0,41.33,32.23
2724,Womens,Shoes,Sneakers,Nike,2026-01-13,2026-01-16,3.0,19.88,20.52
2725,Mens,Shoes,Loafers,Uniqlo,2026-01-14,2026-01-20,6.0,10.71,10.39
2726,Children,Tops,Sweatshirt,Levi's,2026-01-13,,,14.41,
2727,Children,Bottoms,Leggings,Uniqlo,2026-01-11,2026-02-01,21.0,11.97,8.89
2728,Womens,Shoes,Heels,Ralph Lauren,2026-01-09,2026-01-19,10.0,20.6,20.09
2729,Womens,Tops,T-Shirt,Carhartt,2026-01-10,,,19.04,
2730,Womens,Dresses,Mini Dress,Ralph Lauren,2026-01-14,,,22.35,
2731,Womens,Shoes,Sneakers,Patagonia,2026-01-09,,,20.63,
2732,Womens,Pants,Jeans,Ralph Lauren,2026-01-08,2026-01-17,9.0,24.27,23.11
2733,Womens,Outerwear,Coat,Old Navy,2026-01-09,2026-01-21,12.0,7.69,7.27
2734,Children,Tops,Polo,Columbia,2026-01-11,2026-01-27,16.0,34.76,29.85
2735,Mens,Shirts,T-Shirt,Patagonia,2026-01-09,2026-01-29,20.0,21.61,14.94
2736,Womens,Shoes,Sneakers,Zara,2026-01-12,,,8.71,
2737,Mens,Shoes,Sandals,Levi's,2026-01-14,2026-01-17,3.0,15.61,15.66
2738,Womens,Pants,Jeans,Uniqlo,2026-01-10,,,11.24,
2739,Mens,Shoes,Sandals,Old Navy,2026-01-12,,,4.27,
2740,Mens,Shoes,Sneakers,The North Face,2026-01-13,,,27.99,
2741,Children,Bottoms,Shorts,Adidas,2026-01-09,2026-01-14,5.0,17.41,18.62
2742,Mens,Pants,Dress Pants,Levi's,2026-01-13,,,23.03,
2743,Mens,Shoes,Sandals,Carhartt,2026-01-14,2026-02-09,26.0,20.22,15.45
2744,Womens,Shoes,Heels,Patagonia,2026-01-12,2026-02-05,24.0,35.2,24.8
2745,Children,Tops,Hoodie,Gap,2026-01-11,2026-01-30,19.0,7.96,6.86
2746,Womens,Tops,Tank Top,H&M,2026-01-11,2026-01-16,5.0,9.32,8.81
2747,Mens,Shirts,Button-Down,The North Face,2026-01-14,2026-02-06,23.0,30.96,21.26
2748,Womens,Outerwear,Coat,Adidas,2026-01-13,,,15.05,
2749,Children,Bottoms,Shorts,Zara,2026-01-13,2026-02-02,20.0,6.82,4.88
2750,Children,Bottoms,Shorts,H&M,2026-01-13,,,10.06,
2751,Mens,Shirts,Button-Down,Carhartt,2026-01-09,2026-01-18,9.0,21.93,19.21
2752,Mens,Jackets,Puffer,Ralph Lauren,2026-01-12,2026-01-16,4.0,26.92,29.06
2753,Womens,Shoes,Boots,The North Face,2026-01-08,,,30.77,
2754,Mens,Jackets,Bomber,Lululemon,2026-01-14,,,37.15,
2755,Womens,Shoes,Sneakers,Old Navy,2026-01-08,2026-01-29,21.0,10.64,7.21
2756,Mens,Shirts,T-Shirt,Patagonia,2026-01-12,2026-01-29,17.0,24.57,18.7
2757,Womens,Outerwear,Cardigan,Carhartt,2026-01-13,,,23.18,
2758,Womens,Pants,Trousers,Old Navy,2026-01-14,2026-02-03,20.0,10.8,7.73
2759,Womens,Shoes,Heels,Columbia,2026-01-08,2026-01-25,17.0,23.22,20.37
2760,Mens,Pants,Jeans,Adidas,2026-01-10,2026-01-17,7.0,16.04,15.34
2761,Children,Tops,Sweatshirt,Carhartt,2026-01-08,2026-01-30,22.0,20.4,15.18
2762,Mens,Pants,Dress Pants,Ralph Lauren,2026-01-12,2026-01-19,7.0,31.32,28.12
2763,Children,Shoes,Slip-ons,Carhartt,2026-01-09,2026-01-21,12.0,29.18,28.86
2764,Mens,Pants,Cargo Pants,Nike,2026-01-10,,,15.97,
2765,Womens,Shoes,Boots,Ralph Lauren,2026-01-10,2026-01-16,6.0,26.61,29.01
2766,Mens,Shirts,Henley,Uniqlo,2026-01-10,2026-01-17,7.0,7.55,7.72
2767,Womens,Tops,Blouse,H&M,2026-01-08,2026-02-03,26.0,7.16,4.83
2768,Children,Shoes,Sneakers,Ralph Lauren,2026-01-09,2026-01-19,10.0,17.91,17.93
2769,Mens,Shoes,Sneakers,Patagonia,2026-01-12,2026-02-24,43.0,32.53,23.3
2770,Womens,Shoes,Boots,Lululemon,2026-01-09,2026-01-19,10.0,51.58,48.19
2771,Children,Shoes,Sandals,Nike,2026-01-10,,,17.68,
2772,Children,Shoes,Slip-ons,Carhartt,2026-01-08,2026-01-21,13.0,29.82,26.66
2773,Mens,Pants,Chinos,Adidas,2026-01-12,2026-01-16,4.0,21.49,24.19
2774,Children,Bottoms,Shorts,Ralph Lauren,2026-01-14,2026-02-08,25.0,28.58,18.08
2775,Womens,Tops,Sweater,Nike,2026-01-10,2026-02-12,33.0,17.72,13.07
2776,Mens,Shirts,Henley,Columbia,2026-01-08,,,21.85,
2777,Children,Bottoms,Shorts,Lululemon,2026-01-09,2026-02-14,36.0,42.13,26.88
2778,Womens,Dresses,Evening Dress,H&M,2026-01-09,2026-01-17,8.0,9.07,8.83
2779,Children,Bottoms,Shorts,Gap,2026-01-09,,,11.91,
2780,Mens,Jackets,Puffer,Carhartt,2026-01-12,,,27.51,
2781,Womens,Shoes,Heels,Nike,2026-01-12,2026-01-18,6.0,18.13,18.73
2782,Mens,Shirts,Button-Down,Ralph Lauren,2026-01-08,2026-01-24,16.0,30.84,26.13
2783,Children,Bottoms,Jeans,Lululemon,2026-01-08,,,32.75,
2784,Womens,Dresses,Maxi Dress,Uniqlo,2026-01-12,2026-01-16,4.0,12.04,12.68
2785,Children,Bottoms,Leggings,Adidas,2026-01-11,2026-01-30,19.0,15.85,12.39
2786,Womens,Pants,Jeans,Gap,2026-01-11,2026-01-30,19.0,10.17,8.74
2787,Mens,Shoes,Sandals,Lululemon,2026-01-13,2026-01-21,8.0,20.59,20.58
2788,Mens,Jackets,Denim Jacket,H&M,2026-01-12,2026-02-02,21.0,4.45,3.01
2789,Mens,Pants,Dress Pants,Nike,2026-01-14,2026-01-29,15.0,20.04,18.73
2790,Mens,Jackets,Puffer,The North Face,2026-01-12,2026-01-21,9.0,26.61,23.02
2791,Children,Shoes,Sandals,The North Face,2026-01-12,2026-01-27,15.0,34.52,29.25
2792,Mens,Jackets,Blazer,Adidas,2026-01-14,2026-01-23,9.0,18.88,19.3
2793,Children,Shoes,Sneakers,Carhartt,2026-01-08,2026-01-16,8.0,14.3,14.12
2794,Mens,Shirts,T-Shirt,Zara,2026-01-11,2026-01-26,15.0,13.52,11.07
2795,Mens,Pants,Jeans,Old Navy,2026-01-11,2026-01-15,4.0,8.9,9.01
2796,Womens,Shoes,Flats,Patagonia,2026-01-12,,,42.09,
2797,Mens,Shoes,Sneakers,H&M,2026-01-09,2026-01-19,10.0,6.51,6.15
2798,Children,Tops,T-Shirt,Patagonia,2026-01-09,,,25.24,
2799,Mens,Shirts,T-Shirt,Zara,2026-01-14,,,8.95,
2800,Womens,Dresses,Casual Dress,Nike,2026-01-12,2026-02-20,39.0,18.15,11.93
2801,Womens,Outerwear,Jacket,Nike,2026-01-13,2026-01-29,16.0,13.16,10.62
2802,Mens,Pants,Dress Pants,Lululemon,2026-01-08,,,34.87,
2803,Womens,Pants,Jeans,Old Navy,2026-01-11,2026-02-03,23.0,8.89,6.27
2804,Womens,Dresses,Maxi Dress,H&M,2026-01-10,2026-01-13,3.0,11.74,12.74
2805,Womens,Shoes,Heels,Levi's,2026-01-10,2026-01-26,16.0,19.55,16.74
2806,Mens,Pants,Chinos,H&M,2026-01-10,2026-01-16,6.0,9.04,9.24
2807,Children,Shoes,Boots,Adidas,2026-01-11,2026-01-26,15.0,13.13,11.1
2808,Children,Outerwear,Raincoat,Nike,2026-01-11,2026-01-16,5.0,19.82,19.6
2809,Children,Bottoms,Shorts,Gap,2026-01-10,2026-01-25,15.0,9.29,7.46
2810,Mens,Shirts,Henley,Lululemon,2026-01-13,2026-01-30,17.0,49.47,41.76
2811,Womens,Shoes,Boots,H&M,2026-01-13,2026-02-01,19.0,8.65,7.32
2812,Children,Outerwear,Sweater,Adidas,2026-01-13,2026-02-07,25.0,15.67,11.9
2813,Womens,Tops,Tank Top,Zara,2026-01-11,2026-01-13,2.0,13.22,14.83
2814,Mens,Jackets,Denim Jacket,Old Navy,2026-01-13,2026-01-23,10.0,7.96,7.79
2815,Children,Shoes,Sandals,Old Navy,2026-01-11,2026-01-22,11.0,9.97,9.0
2816,Mens,Jackets,Denim Jacket,Levi's,2026-01-12,2026-02-07,26.0,19.36,12.31
2817,Children,Outerwear,Jacket,Carhartt,2026-01-08,2026-01-10,2.0,25.72,29.91
2818,Womens,Outerwear,Coat,Old Navy,2026-01-11,,,8.58,
2819,Mens,Jackets,Denim Jacket,Carhartt,2026-01-10,2026-01-19,9.0,22.57,23.27
2820,Children,Tops,Hoodie,Gap,2026-01-12,2026-01-24,12.0,11.6,9.84
2821,Mens,Jackets,Blazer,Levi's,2026-01-12,2026-01-31,19.0,24.27,17.45
2822,Mens,Pants,Dress Pants,Zara,2026-01-14,2026-01-20,6.0,7.66,7.46
2823,Mens,Shoes,Boots,Adidas,2026-01-13,2026-02-06,24.0,22.2,15.88
2824,Womens,Dresses,Evening Dress,Adidas,2026-01-13,,,20.95,
2825,Womens,Tops,T-Shirt,H&M,2026-01-14,2026-01-22,8.0,9.69,9.62
2826,Mens,Shirts,Button-Down,Ralph Lauren,2026-01-08,2026-01-11,3.0,26.51,27.51
2827,Children,Outerwear,Puffer,Gap,2026-01-14,2026-01-26,12.0,16.5,14.83
2828,Mens,Shoes,Loafers,Nike,2026-01-10,2026-01-13,3.0,11.9,11.83
2829,Womens,Outerwear,Jacket,Patagonia,2026-01-09,2026-01-11,2.0,17.95,20.23
2830,Children,Bottoms,Jeans,Levi's,2026-01-11,2026-01-25,14.0,22.88,21.74
2831,Mens,Jackets,Denim Jacket,H&M,2026-01-14,,,9.66,
2832,Womens,Dresses,Maxi Dress,Old Navy,2026-01-08,,,5.41,
2833,Mens,Jackets,Denim Jacket,The North Face,2026-01-13,2026-02-04,22.0,26.23,19.35
2834,Mens,Shirts,T-Shirt,Lululemon,2026-01-11,,,46.86,
2835,Womens,Dresses,Evening Dress,The North Face,2026-01-14,2026-01-23,9.0,35.14,33.89
2836,Children,Outerwear,Sweater,Adidas,2026-01-12,2026-01-22,10.0,20.34,20.47
2837,Mens,Pants,Dress Pants,H&M,2026-01-08,2026-01-12,4.0,7.68,7.87
2838,Womens,Outerwear,Jacket,Nike,2026-01-12,2026-01-12,0.0,16.02,18.28
2839,Womens,Tops,Sweater,Zara,2026-01-14,2026-01-27,13.0,8.54,7.24
2840,Womens,Tops,Blouse,Old Navy,2026-01-09,2026-01-15,6.0,7.82,8.01
2841,Womens,Outerwear,Cardigan,H&M,2026-01-10,2026-01-14,4.0,7.66,7.83
2842,Mens,Jackets,Denim Jacket,Columbia,2026-01-12,,,20.27,
2843,Children,Bottoms,Joggers,Nike,2026-01-13,2026-01-21,8.0,20.37,20.13
2844,Mens,Pants,Dress Pants,H&M,2026-01-11,2026-02-04,24.0,4.68,3.16
2845,Womens,Pants,Trousers,Uniqlo,2026-01-08,2026-01-19,11.0,15.07,12.96
2846,Womens,Pants,Wide-Leg Pants,Adidas,2026-01-08,,,13.19,
2847,Mens,Pants,Dress Pants,Columbia,2026-01-13,,,23.93,
2848,Mens,Jackets,Denim Jacket,Columbia,2026-01-10,2026-01-18,8.0,22.15,20.45
2849,Womens,Dresses,Evening Dress,Levi's,2026-01-13,2026-01-17,4.0,14.66,15.57
2850,Children,Outerwear,Sweater,Carhartt,2026-01-09,2026-01-14,5.0,20.61,19.19
2851,Mens,Pants,Chinos,H&M,2026-01-11,,,10.27,
2852,Mens,Shoes,Sneakers,Uniqlo,2026-01-10,2026-01-14,4.0,12.87,12.95
2853,Womens,Pants,Trousers,Carhartt,2026-01-09,2026-01-21,12.0,23.87,21.44
2854,Mens,Pants,Jeans,Carhartt,2026-01-10,2026-01-13,3.0,16.71,16.94
2855,Mens,Pants,Cargo Pants,Patagonia,2026-01-08,,,27.69,
2856,Womens,Shoes,Heels,Uniqlo,2026-01-14,,,7.87,
2857,Womens,Dresses,Mini Dress,Carhartt,2026-01-12,2026-01-15,3.0,13.33,13.72
2858,Mens,Shirts,Button-Down,Ralph Lauren,2026-01-10,2026-01-17,7.0,22.22,20.88
2859,Womens,Shoes,Boots,H&M,2026-01-12,2026-01-29,17.0,8.3,6.18
2860,Children,Bottoms,Shorts,The North Face,2026-01-12,2026-01-14,2.0,32.08,36.71
2861,Womens,Outerwear,Coat,Adidas,2026-01-14,2026-01-18,4.0,21.32,20.48
2862,Children,Shoes,Slip-ons,Nike,2026-01-08,,,16.24,
2863,Mens,Shoes,Sneakers,Adidas,2026-01-09,2026-01-18,9.0,18.28,15.92
2864,Children,Bottoms,Shorts,Carhartt,2026-01-08,2026-01-29,21.0,28.77,22.81
2865,Mens,Jackets,Blazer,Nike,2026-01-13,,,19.54,
2866,Mens,Jackets,Bomber,The North Face,2026-01-08,2026-02-01,24.0,30.19,19.55
2867,Mens,Shirts,Polo,Carhartt,2026-01-09,,,24.3,
2868,Womens,Shoes,Heels,Ralph Lauren,2026-01-13,,,25.51,
2869,Mens,Pants,Jeans,Levi's,2026-01-13,,,13.3,
2870,Womens,Shoes,Sneakers,Columbia,2026-01-13,,,31.89,
2871,Womens,Outerwear,Blazer,H&M,2026-01-10,2026-01-26,16.0,7.87,6.17
2872,Mens,Shoes,Sandals,Columbia,2026-01-10,2026-01-16,6.0,20.84,19.75
2873,Children,Bottoms,Jeans,Nike,2026-01-14,2026-01-19,5.0,17.14,19.12
2874,Children,Shoes,Boots,Zara,2026-01-12,,,10.61,
2875,Children,Outerwear,Puffer,Columbia,2026-01-14,2026-01-18,4.0,28.75,27.42
2876,Children,Shoes,Sandals,Carhartt,2026-01-10,2026-01-13,3.0,20.58,23.56
2877,Mens,Jackets,Bomber,Uniqlo,2026-01-09,2026-01-12,3.0,14.52,14.81
2878,Children,Bottoms,Joggers,Ralph Lauren,2026-01-10,2026-01-17,7.0,16.41,17.48
2879,Children,Tops,T-Shirt,Zara,2026-01-08,2026-01-21,13.0,8.71,7.85
2880,Womens,Dresses,Casual Dress,Adidas,2026-01-12,2026-01-25,13.0,17.44,15.73
2881,Children,Tops,Sweatshirt,Carhartt,2026-01-13,2026-01-28,15.0,21.25,16.78
2882,Children,Shoes,Sneakers,H&M,2026-01-13,2026-01-30,17.0,7.17,5.29
2883,Children,Bottoms,Shorts,Old Navy,2026-01-12,2026-01-16,4.0,10.0,9.32
2884,Children,Tops,Sweatshirt,Zara,2026-01-13,2026-01-24,11.0,12.33,10.31
2885,Womens,Pants,Jeans,Patagonia,2026-01-10,2026-01-23,13.0,19.24,17.51
2886,Mens,Shoes,Sandals,Adidas,2026-01-08,2026-01-19,11.0,20.16,19.09
2887,Children,Tops,Sweatshirt,H&M,2026-01-10,,,7.3,
2888,Mens,Shoes,Sneakers,Columbia,2026-01-13,2026-02-04,22.0,24.07,18.21
2889,Womens,Tops,T-Shirt,The North Face,2026-01-08,2026-02-03,26.0,33.24,21.88
2890,Womens,Outerwear,Coat,Lululemon,2026-01-13,2026-01-15,2.0,27.46,31.66
2891,Womens,Dresses,Casual Dress,Carhartt,2026-01-09,2026-01-15,6.0,20.89,22.36
2892,Womens,Outerwear,Jacket,Old Navy,2026-01-10,,,6.02,
2893,Children,Outerwear,Jacket,Uniqlo,2026-01-11,2026-01-17,6.0,9.99,9.35
2894,Womens,Shoes,Heels,Levi's,2026-01-13,2026-01-20,7.0,20.41,20.82
2895,Children,Tops,Sweatshirt,Ralph Lauren,2026-01-11,2026-01-13,2.0,23.12,25.55
2896,Children,Tops,Hoodie,Uniqlo,2026-01-14,2026-01-30,16.0,13.64,12.31
2897,Children,Bottoms,Jeans,Columbia,2026-01-11,2026-02-12,32.0,21.73,16.66
2898,Womens,Tops,T-Shirt,Adidas,2026-01-14,,,16.0,
2899,Mens,Jackets,Denim Jacket,Ralph Lauren,2026-01-14,,,22.74,
2900,Womens,Pants,Leggings,Uniqlo,2026-01-09,,,10.83,
2901,Womens,Tops,T-Shirt,Old Navy,2026-01-14,2026-02-01,18.0,11.27,9.55
2902,Mens,Jackets,Denim Jacket,Columbia,2026-01-08,2026-01-21,13.0,19.76,18.65
2903,Womens,Pants,Leggings,Adidas,2026-01-12,2026-01-23,11.0,13.86,12.66
2904,Children,Outerwear,Puffer,Ralph Lauren,2026-01-14,,,25.11,
2905,Mens,Shirts,T-Shirt,H&M,2026-01-12,2026-02-08,27.0,7.47,5.71
2906,Children,Bottoms,Jeans,Carhartt,2026-01-13,2026-02-10,28.0,11.78,8.88
2907,Children,Tops,T-Shirt,Patagonia,2026-01-12,,,26.99,
2908,Womens,Outerwear,Jacket,Lululemon,2026-01-11,,,24.36,
2909,Children,Outerwear,Raincoat,Zara,2026-01-12,2026-01-15,3.0,9.28,9.4
2910,Mens,Jackets,Denim Jacket,Columbia,2026-01-09,2026-02-02,24.0,27.48,18.01
2911,Children,Outerwear,Sweater,Uniqlo,2026-01-08,,,12.53,
2912,Children,Bottoms,Leggings,The North Face,2026-01-12,2026-01-21,9.0,28.71,27.24
2913,Womens,Tops,T-Shirt,H&M,2026-01-08,2026-01-30,22.0,7.22,5.3
2914,Children,Tops,Hoodie,Columbia,2026-01-14,2026-01-19,5.0,27.55,25.74
2915,Womens,Pants,Wide-Leg Pants,Carhartt,2026-01-12,2026-01-20,8.0,29.1,29.91
2916,Mens,Shoes,Loafers,H&M,2026-01-10,2026-01-17,7.0,8.27,7.51
2917,Mens,Jackets,Puffer,Old Navy,2026-01-12,2026-01-12,0.0,9.71,10.89
2918,Mens,Pants,Jeans,Zara,2026-01-14,2026-02-17,34.0,10.34,7.57
2919,Children,Bottoms,Jeans,Zara,2026-01-09,2026-01-20,11.0,4.33,4.11
2920,Womens,Tops,Tank Top,Uniqlo,2026-01-13,2026-01-26,13.0,11.78,9.95
2921,Womens,Shoes,Flats,Uniqlo,2026-01-10,2026-01-31,21.0,10.86,8.27
2922,Mens,Shoes,Loafers,Zara,2026-01-12,2026-02-02,21.0,7.57,5.33
2923,Womens,Tops,Blouse,Patagonia,2026-01-12,,,27.1,
2924,Children,Outerwear,Puffer,Adidas,2026-01-14,2026-01-28,14.0,18.51,15.71
2925,Mens,Pants,Dress Pants,Nike,2026-01-08,2026-02-05,28.0,15.9,10.45
2926,Mens,Shoes,Boots,Gap,2026-01-10,2026-01-15,5.0,10.04,10.39
2927,Womens,Pants,Wide-Leg Pants,Lululemon,2026-01-12,2026-02-04,23.0,30.29,22.64
2928,Children,Outerwear,Raincoat,Old Navy,2026-01-13,2026-01-18,5.0,10.3,9.78
2929,Mens,Jackets,Bomber,Carhartt,2026-01-12,2026-01-17,5.0,14.1,13.35
2930,Womens,Shoes,Sneakers,Levi's,2026-01-14,,,24.21,
2931,Mens,Shoes,Loafers,Gap,2026-01-10,,,13.99,
2932,Womens,Dresses,Mini Dress,Ralph Lauren,2026-01-09,2026-02-03,25.0,30.73,22.05
2933,Womens,Shoes,Sneakers,Uniqlo,2026-01-13,2026-02-06,24.0,9.43,6.55
2934,Mens,Shirts,Button-Down,The North Face,2026-01-11,2026-01-19,8.0,26.3,26.12
2935,Womens,Dresses,Casual Dress,Nike,2026-01-13,2026-02-03,21.0,20.54,16.47
2936,Children,Tops,T-Shirt,Uniqlo,2026-01-11,,,10.43,
2937,Mens,Jackets,Puffer,Carhartt,2026-01-08,2026-01-12,4.0,28.57,29.22
2938,Children,Outerwear,Raincoat,Old Navy,2026-01-12,2026-01-20,8.0,7.03,6.81
2939,Children,Bottoms,Joggers,The North Face,2026-01-12,,,42.72,
2940,Children,Tops,T-Shirt,Nike,2026-01-08,2026-03-01,52.0,23.01,15.42
2941,Mens,Pants,Chinos,Zara,2026-01-08,2026-01-12,4.0,9.84,9.57
2942,Mens,Pants,Chinos,Zara,2026-01-10,,,9.36,
2943,Womens,Dresses,Maxi Dress,Patagonia,2026-01-13,2026-01-15,2.0,30.88,33.94
2944,Mens,Jackets,Blazer,Gap,2026-01-14,2026-01-19,5.0,14.94,13.78
2945,Children,Shoes,Slip-ons,Gap,2026-01-10,2026-01-20,10.0,10.58,10.09
2946,Children,Shoes,Boots,Carhartt,2026-01-09,2026-02-02,24.0,22.57,16.41
2947,Womens,Pants,Wide-Leg Pants,Levi's,2026-01-12,,,23.78,
2948,Womens,Pants,Wide-Leg Pants,Old Navy,2026-01-12,2026-02-04,23.0,10.7,7.9
2949,Children,Tops,Hoodie,Columbia,2026-01-10,2026-02-02,23.0,18.48,12.22
2950,Children,Bottoms,Jeans,Nike,2026-01-14,2026-01-21,7.0,20.49,21.31
2951,Womens,Shoes,Flats,Zara,2026-01-09,,,11.36,
2952,Womens,Dresses,Mini Dress,Carhartt,2026-01-13,2026-01-27,14.0,17.1,15.16
2953,Womens,Outerwear,Coat,Lululemon,2026-01-14,2026-01-22,8.0,27.83,27.2
2954,Mens,Shirts,Polo,Gap,2026-01-09,2026-02-03,25.0,13.09,9.76
2955,Womens,Outerwear,Coat,Adidas,2026-01-08,2026-01-16,8.0,13.57,12.32
2956,Mens,Jackets,Blazer,Ralph Lauren,2026-01-08,2026-01-17,9.0,29.17,26.52
2957,Womens,Pants,Trousers,Ralph Lauren,2026-01-12,2026-01-19,7.0,15.69,16.26
2958,Womens,Shoes,Heels,Zara,2026-01-13,2026-01-20,7.0,9.47,8.88
2959,Womens,Shoes,Boots,H&M,2026-01-12,,,8.4,
2960,Womens,Outerwear,Jacket,Zara,2026-01-14,2026-01-24,10.0,10.26,9.39
2961,Mens,Shirts,Button-Down,Lululemon,2026-01-12,2026-01-31,19.0,31.54,26.01
2962,Womens,Dresses,Mini Dress,Levi's,2026-01-14,2026-01-19,5.0,17.66,16.5
2963,Mens,Shoes,Boots,Lululemon,2026-01-09,2026-02-12,34.0,35.97,25.47
2964,Mens,Jackets,Denim Jacket,Adidas,2026-01-14,2026-02-12,29.0,15.87,11.63
2965,Womens,Pants,Jeans,Old Navy,2026-01-11,2026-01-17,6.0,11.42,10.29
2966,Womens,Outerwear,Jacket,Ralph Lauren,2026-01-12,2026-01-16,4.0,23.62,25.81
2967,Mens,Jackets,Puffer,Carhartt,2026-01-14,2026-01-16,2.0,25.93,29.48
2968,Mens,Shirts,Polo,Levi's,2026-01-09,2026-01-22,13.0,20.43,18.73
2969,Children,Outerwear,Puffer,Uniqlo,2026-01-10,2026-01-25,15.0,7.85,6.74
2970,Womens,Shoes,Heels,Adidas,2026-01-12,2026-01-16,4.0,17.51,16.8
2971,Womens,Outerwear,Jacket,Patagonia,2026-01-12,,,30.72,
2972,Mens,Shirts,Button-Down,Uniqlo,2026-01-13,2026-02-14,32.0,9.18,7.0
2973,Children,Shoes,Sandals,Ralph Lauren,2026-01-13,2026-02-07,25.0,32.31,23.66
2974,Womens,Dresses,Maxi Dress,Columbia,2026-01-11,2026-01-23,12.0,22.53,19.66
2975,Children,Outerwear,Raincoat,Uniqlo,2026-01-08,2026-01-16,8.0,9.02,9.29
2976,Mens,Shirts,Henley,Gap,2026-01-11,2026-01-17,6.0,9.39,9.66
2977,Mens,Shoes,Sandals,Lululemon,2026-01-08,2026-01-30,22.0,34.57,24.64
2978,Mens,Pants,Jeans,Adidas,2026-01-14,2026-01-24,10.0,21.61,19.22
2979,Children,Shoes,Sandals,Ralph Lauren,2026-01-13,2026-01-22,9.0,25.39,25.21
2980,Mens,Shoes,Sneakers,Old Navy,2026-01-09,2026-01-21,12.0,9.99,9.65
2981,Mens,Shirts,T-Shirt,Nike,2026-01-14,2026-01-16,2.0,9.07,9.32
2982,Mens,Shoes,Sneakers,The North Face,2026-01-12,,,26.41,
2983,Children,Shoes,Sneakers,Zara,2026-01-11,2026-01-17,6.0,12.02,13.07
2984,Children,Tops,Hoodie,Levi's,2026-01-13,2026-01-26,13.0,18.43,15.36
2985,Children,Tops,Sweatshirt,Old Navy,2026-01-09,2026-01-14,5.0,10.93,10.93
2986,Children,Tops,Hoodie,Zara,2026-01-09,2026-01-20,11.0,12.75,11.63
2987,Womens,Shoes,Heels,Gap,2026-01-10,2026-01-16,6.0,9.84,9.55
2988,Mens,Pants,Jeans,H&M,2026-01-09,2026-01-16,7.0,7.76,7.08
2989,Children,Outerwear,Jacket,Adidas,2026-01-08,2026-01-30,22.0,16.93,11.81
2990,Mens,Shoes,Sandals,Uniqlo,2026-01-13,,,10.26,
2991,Mens,Shirts,T-Shirt,Levi's,2026-01-08,2026-01-18,10.0,17.98,18.24
2992,Children,Outerwear,Puffer,Lululemon,2026-01-08,2026-01-11,3.0,33.62,34.38
2993,Children,Shoes,Sneakers,H&M,2026-01-09,,,8.57,
2994,Children,Outerwear,Jacket,Uniqlo,2026-01-11,2026-01-30,19.0,8.87,6.92
2995,Womens,Shoes,Heels,Adidas,2026-01-13,2026-01-23,10.0,17.93,18.0
2996,Children,Tops,Hoodie,Zara,2026-01-12,2026-01-23,11.0,11.8,10.76
2997,Children,Outerwear,Raincoat,Levi's,2026-01-10,2026-01-23,13.0,15.25,13.5
2998,Womens,Tops,T-Shirt,Nike,2026-01-08,2026-01-25,17.0,13.06,10.75
2999,Mens,Shoes,Sneakers,Uniqlo,2026-01-14,2026-01-27,13.0,9.35,8.53
3000,Mens,Jackets,Bomber,Gap,2026-01-11,2026-02-05,25.0,9.01,6.29
3001,Children,Bottoms,Leggings,Columbia,2026-01-16,2026-01-19,3.0,25.15,27.96
3002,Mens,Pants,Chinos,Levi's,2026-01-18,2026-03-03,44.0,22.13,16.16
3003,Children,Outerwear,Jacket,Uniqlo,2026-01-19,,,10.22,
